policyID,statecode,county,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2012,hu_site_deductible,point_latitude,line,construction,point_granularity
295930,FL,CLAY COUNTY,6617.42,0,0,5824.75,0,30.0156,Residential,Wood,3
823004,FL,CLAY COUNTY,9806.65,0,0,9970.77,0,29.9826,Residential,Wood,4
230536,FL,CLAY COUNTY,8712.94,0,0,10813.94,0,30.004385,Residential,Wood,3
936142,FL,CLAY COUNTY,301000.66,0,0,321265.52,0,30.00421,Residential,Wood,3
724639,FL,CLAY COUNTY,57442.87,0,0,86664.06,0,29.9826,Residential,Wood,4
119986,FL,CLAY COUNTY,18381.72,0,0,15298.37,0,29.9826,Residential,Wood,4
603370,FL,CLAY COUNTY,3032.98,0,0,4916.61,0,29.9826,Residential,Wood,4
532496,FL,CLAY COUNTY,3032.98,0,0,4227.37,0,29.9826,Residential,Wood,4
786954,FL,CLAY COUNTY,9007.04,0,0,7864.77,0,30.00169,Residential,Wood,4
416348,FL,CLAY COUNTY,18381.72,0,0,27063.92,0,29.9826,Residential,Wood,4
506364,FL,CLAY COUNTY,652150.86,0,0,614169.6,0,30.006186,Residential,Masonry,1
311994,FL,CLAY COUNTY,75824.59,0,0,85602.93,0,30.006186,Residential,Wood,1
807442,FL,CLAY COUNTY,91908.6,0,0,94516.04,0,30.006186,Residential,Wood,1
235695,FL,CLAY COUNTY,45954.3,0,0,41626.05,0,30.006186,Residential,Wood,1
481294,FL,CLAY COUNTY,64336.02,0,0,69354.23,0,30.006186,Residential,Wood,1
292670,FL,CLAY COUNTY,234366.92,0,0,184597.7,0,30.006186,Residential,Wood,1
127739,FL,CLAY COUNTY,13786.29,0,0,17192.67,0,30.006186,Residential,Wood,1
869056,FL,CLAY COUNTY,22977.15,0,0,22060.5,0,29.9994,Residential,Wood,3
514471,FL,CLAY COUNTY,18381.72,0,0,27269.28,0,29.9826,Residential,Wood,3
903764,FL,CLAY COUNTY,91908.6,0,0,130879.31,0,29.99534,Residential,Wood,3
192068,FL,CLAY COUNTY,43840.4,0,0,39041.19,0,29.98799,Residential,Wood,3
109815,FL,CLAY COUNTY,38601.61,0,0,63272.13,0,30.00593,Residential,Wood,3
495339,FL,CLAY COUNTY,413588.69,0,0,420116.77,0,29.98272,Residential,Masonry,3
752123,FL,CLAY COUNTY,13786.29,0,0,18320.32,0,29.9826,Residential,Wood,4
412775,FL,CLAY COUNTY,22977.15,0,0,28403.71,0,30.00228,Residential,Wood,3
249958,FL,CLAY COUNTY,25274.86,0,0,38878,0,29.96809,Residential,Wood,3
754919,FL,CLAY COUNTY,27572.58,0,0,24486.1,0,29.989515,Residential,Wood,3
829637,FL,CLAY COUNTY,137862.9,0,0,127544.55,0,29.989515,Residential,Wood,3
931429,FL,CLAY COUNTY,91908.6,0,0,97127.17,0,29.989515,Residential,Wood,3
565451,FL,CLAY COUNTY,22977.15,0,0,31074.07,0,30.00414,Residential,Wood,3
722334,FL,CLAY COUNTY,27572.58,0,0,36234.34,0,30.00421,Residential,Wood,3
630898,FL,CLAY COUNTY,77254.74,0,0,114400.37,0,29.9817,Residential,Wood,3
166536,FL,CLAY COUNTY,212887.5,0,0,184477.66,0,29.9817,Residential,Wood,3
469135,FL,CLAY COUNTY,653122.95,0,0,1049829.83,0,29.98782,Residential,Masonry,1
678786,FL,CLAY COUNTY,635702.59,0,0,803088.17,0,30.031706,Residential,Masonry,1
284473,FL,CLAY COUNTY,781465.69,0,0,1174149.07,0,29.839308,Residential,Masonry,3
499389,FL,CLAY COUNTY,638884.47,0,0,926230.42,0,29.986181,Residential,Masonry,1
541241,FL,CLAY COUNTY,1939500,0,1939500,3345521.13,58185,29.98,Commercial,Reinforced Masonry,1
797586,FL,CLAY COUNTY,6760449.39,0,0,6739694.81,0,29.99665,Commercial,Reinforced Masonry,1
812823,FL,CLAY COUNTY,162366.3,162366.3,162366.3,168942.46,0,30.026604,Residential,Wood,1
598244,FL,CLAY COUNTY,648862.42,0,0,981993.57,0,29.981771,Residential,Masonry,3
788363,FL,CLAY COUNTY,240578.59,0,0,192335.37,0,29.997179,Residential,Wood,1
737787,FL,CLAY COUNTY,13467.17,0,0,14335.1,0,30.005896,Residential,Wood,1
445518,FL,CLAY COUNTY,19639.62,0,0,24001.58,0,29.892822,Residential,Wood,1
758347,FL,CLAY COUNTY,604316.67,0,0,622958.63,0,29.983204,Residential,Masonry,1
195133,FL,CLAY COUNTY,171459.48,0,0,160656.16,0,29.983204,Residential,Wood,1
991548,FL,CLAY COUNTY,822091.98,0,0,885491.72,0,29.99319,Residential,Masonry,1
696936,FL,CLAY COUNTY,85444.69,0,0,124562.37,0,30.00093,Residential,Wood,3
393176,FL,CLAY COUNTY,26934.33,0,0,34616.01,0,30.00135,Residential,Wood,3
626647,FL,CLAY COUNTY,162728.27,0,0,266906.9,0,30.00135,Residential,Wood,3
915781,FL,CLAY COUNTY,589356.89,0,0,472322.4,0,30.00135,Residential,Masonry,3
827852,FL,CLAY COUNTY,13657.95,0,0,19860.19,0,30.00135,Residential,Wood,3
800420,FL,CLAY COUNTY,64726.57,0,0,71551.34,0,29.983204,Residential,Wood,1
728346,FL,CLAY COUNTY,2603338.04,0,0,3496699.52,0,29.983204,Commercial,Reinforced Masonry,1
928642,FL,CLAY COUNTY,67335.83,0,0,69182.52,0,29.983204,Residential,Wood,1
442061,FL,CLAY COUNTY,22445.28,0,0,24191.61,0,29.983204,Residential,Wood,1
810826,FL,CLAY COUNTY,31984.52,0,0,52870.8,0,29.983204,Residential,Wood,1
336798,FL,CLAY COUNTY,44890.56,0,0,60419.64,0,29.983204,Residential,Wood,1
830917,FL,CLAY COUNTY,15341.35,0,0,20025.98,0,29.983204,Residential,Wood,1
984232,FL,CLAY COUNTY,1748172.94,0,0,2274163.21,0,29.99146,Residential,Masonry,1
203667,FL,CLAY COUNTY,212051.77,0,0,205713.96,0,30.024078,Residential,Wood,1
395084,FL,CLAY COUNTY,238222.96,0,0,347967.51,0,30.024078,Residential,Wood,1
869242,FL,CLAY COUNTY,174354.92,0,0,187374.87,0,30.024033,Residential,Wood,1
704537,FL,CLAY COUNTY,29086.84,0,0,39703.53,0,29.9826,Residential,Wood,4
692691,FL,CLAY COUNTY,49883.51,0,0,54682.3,0,29.99501,Residential,Wood,3
580758,FL,CLAY COUNTY,33850.85,0,0,47324.63,0,30.046192,Residential,Wood,1
515486,FL,CLAY COUNTY,14204.49,0,0,21284.3,0,30.046192,Residential,Wood,1
884079,FL,CLAY COUNTY,60112.94,0,0,67485.56,0,30.046192,Residential,Wood,1
491095,FL,CLAY COUNTY,776595.4,0,0,788694.76,0,29.9826,Residential,Masonry,4
579764,FL,CLAY COUNTY,88434.4,0,0,110143.27,0,29.9826,Residential,Wood,1
263177,FL,CLAY COUNTY,61724.52,0,0,50970.62,0,29.992,Residential,Wood,1
710739,FL,CLAY COUNTY,33667.92,0,0,45290.08,0,29.99327,Residential,Wood,3
156129,FL,CLAY COUNTY,64275.42,0,0,80342.73,0,29.992,Residential,Wood,1
178800,FL,BRADFORD COUNTY,216363.6,0,0,347251.89,0,29.869762,Residential,Wood,1
406073,FL,BRADFORD COUNTY,106317.27,0,0,105384.87,0,29.86261,Residential,Wood,3
450089,FL,BRADFORD COUNTY,170207.57,0,0,148194.97,0,29.864408,Residential,Wood,1
894206,FL,NASSAU COUNTY,189999.9,0,0,291171.43,0,30.687055,Residential,Wood,1
472007,FL,NASSAU COUNTY,635996.7,0,0,1010881.77,0,30.7595,Residential,Masonry,4
500287,FL,NASSAU COUNTY,1729530,0,0,2062651.31,0,30.69844,Residential,Masonry,4
365732,FL,NASSAU COUNTY,110218.53,0,0,114569.52,0,30.690071,Residential,Wood,3
365145,FL,NASSAU COUNTY,123995.38,0,0,142594.69,0,30.690071,Residential,Wood,3
237841,FL,NASSAU COUNTY,13777.78,0,0,22931.74,0,30.690071,Residential,Wood,3
497561,FL,NASSAU COUNTY,38954.52,0,0,30813.03,0,30.692579,Residential,Wood,1
245837,FL,NASSAU COUNTY,428020.45,0,0,590955.85,0,30.692579,Residential,Masonry,1
732075,FL,NASSAU COUNTY,38954.52,0,0,44390.39,0,30.687847,Residential,Wood,3
657625,FL,NASSAU COUNTY,3505598.5,0,0,5610030.32,0,30.698156,Commercial,Reinforced Masonry,1
790556,FL,NASSAU COUNTY,140160.38,0,0,195355.54,0,30.692579,Residential,Wood,1
207626,FL,NASSAU COUNTY,60397.19,0,0,73202.3,0,30.68227,Residential,Wood,3
902008,FL,NASSAU COUNTY,1138559.14,0,0,1124171.17,0,30.68758,Residential,Masonry,1
135936,FL,HAMILTON COUNTY,4623.3,0,4623.3,7055.16,0,30.51869,Residential,Wood,3
997759,FL,HAMILTON COUNTY,34212.42,0,0,42302.97,0,30.51869,Residential,Wood,3
470224,FL,HAMILTON COUNTY,11095.92,0,0,10246.42,0,30.51869,Residential,Wood,3
367761,FL,HAMILTON COUNTY,25899.23,0,0,35000.32,0,30.505239,Residential,Wood,1
285586,FL,HAMILTON COUNTY,10211.17,0,0,18829.64,0,30.505239,Residential,Wood,1
122164,FL,HAMILTON COUNTY,4084.47,0,0,3579.34,0,30.496,Residential,Wood,4
152913,FL,HAMILTON COUNTY,26920.35,0,0,28007.93,0,30.465835,Residential,Wood,3
655156,FL,HAMILTON COUNTY,80668.21,0,0,70626.63,0,30.523375,Residential,Wood,1
989201,FL,HAMILTON COUNTY,70642.7,0,0,63476.71,0,30.523375,Residential,Wood,1
207985,FL,HAMILTON COUNTY,263169.6,0,0,368477.97,0,30.52085,Residential,Wood,4
732449,FL,HAMILTON COUNTY,15873.72,0,0,12857.71,0,30.51929,Residential,Wood,1
665653,FL,HAMILTON COUNTY,246924.56,0,0,419574.22,0,30.519608,Residential,Wood,1
939634,FL,HAMILTON COUNTY,942304.98,0,0,1133298.89,0,30.496,Residential,Masonry,4
981796,FL,HAMILTON COUNTY,12996.03,0,0,17111.87,0,30.52296,Residential,Wood,4
269573,FL,HAMILTON COUNTY,42886.9,0,0,66233.75,0,30.496,Residential,Wood,3
602123,FL,HAMILTON COUNTY,2784.86,0,0,4613.35,0,30.496,Residential,Wood,4
336717,FL,HAMILTON COUNTY,105764.12,0,0,116617.63,0,30.518326,Residential,Wood,1
238449,FL,HAMILTON COUNTY,18419.71,0,0,26153.37,0,30.496,Residential,Wood,3
530357,FL,HAMILTON COUNTY,36836.28,0,0,38632.56,0,30.52904,Residential,Wood,3
896911,FL,HAMILTON COUNTY,214534.66,0,0,252790.47,0,30.496,Residential,Wood,3
391646,FL,HAMILTON COUNTY,44199.98,0,0,54449.07,0,30.496,Residential,Wood,3
710345,FL,HAMILTON COUNTY,51130.14,0,0,53139.05,0,30.496,Residential,Wood,3
944525,FL,HAMILTON COUNTY,194537.7,0,0,156395.86,0,30.5696,Residential,Wood,4
800878,FL,HAMILTON COUNTY,28776.92,0,0,32189.87,0,30.599605,Residential,Wood,3
866106,FL,HAMILTON COUNTY,151310.92,0,0,158091.16,0,30.58925,Residential,Wood,1
204794,FL,HAMILTON COUNTY,179562.23,0,0,147384.67,0,30.5696,Residential,Wood,1
849458,FL,HAMILTON COUNTY,16833.96,0,0,19110.92,0,30.5696,Residential,Wood,4
806471,FL,HAMILTON COUNTY,24914.26,0,0,33937.58,0,30.5696,Residential,Wood,3
464589,FL,HAMILTON COUNTY,169461.85,0,0,242525.33,0,30.603361,Residential,Wood,1
591943,FL,UNION COUNTY,407520,407520,407520,652935.06,0,30.02339,Residential,Masonry,3
973133,FL,UNION COUNTY,137160,137160,137160,235651.85,0,30.02339,Residential,Wood,3
743965,FL,UNION COUNTY,123300,123300,123300,117740.65,0,30.02756,Residential,Wood,1
528185,FL,UNION COUNTY,37823.84,0,0,66198.38,0,29.934589,Residential,Wood,3
219113,FL,UNION COUNTY,181487.52,0,0,272492.62,0,30.024082,Residential,Wood,3
376803,FL,UNION COUNTY,948148.79,0,0,1344182.96,0,30.017946,Residential,Masonry,1
233559,FL,COLUMBIA COUNTY,585000,585000,585000,516026.16,0,30.19826,Residential,Masonry,1
579117,FL,COLUMBIA COUNTY,82620,82620,82620,67513.1,0,30.2598,Residential,Wood,4
517674,FL,COLUMBIA COUNTY,61027.56,0,0,66963.34,0,30.18928,Residential,Wood,1
980808,FL,COLUMBIA COUNTY,22500,0,22500,15583.05,0,30.189347,Residential,Wood,1
143584,FL,COLUMBIA COUNTY,874801.8,0,0,1488037.86,0,30.179675,Residential,Masonry,1
489643,FL,COLUMBIA COUNTY,504230.4,0,0,381198.18,0,30.367133,Residential,Masonry,3
986109,FL,COLUMBIA COUNTY,67591.02,0,0,107281.96,0,30.2598,Residential,Wood,4
654640,FL,COLUMBIA COUNTY,135763.24,0,0,123495.13,0,30.191295,Residential,Wood,1
700895,FL,COLUMBIA COUNTY,702820.8,702820.8,702820.8,800541,0,30.183475,Residential,Masonry,4
407962,FL,COLUMBIA COUNTY,129600000,0,0,120600000,0,30.232008,Commercial,Steel Frame,3
494610,FL,COLUMBIA COUNTY,67892.48,0,0,51746.63,0,30.174957,Residential,Wood,1
744305,FL,COLUMBIA COUNTY,67892.48,0,0,95471.01,0,30.20295,Residential,Wood,1
512991,FL,COLUMBIA COUNTY,102221.41,0,0,123969.01,0,30.20298,Residential,Wood,1
507789,FL,COLUMBIA COUNTY,105926,0,0,149616.24,0,30.174339,Residential,Wood,4
186262,FL,COLUMBIA COUNTY,4542119.64,0,0,4765537.43,0,30.194994,Commercial,Reinforced Masonry,1
978388,FL,COLUMBIA COUNTY,191242.75,0,0,275087.39,0,30.19006,Residential,Wood,1
784347,FL,COLUMBIA COUNTY,921352.86,0,0,1031325.54,0,30.201794,Residential,Masonry,1
679408,FL,COLUMBIA COUNTY,35322.13,0,0,51938.8,0,30.218323,Residential,Wood,1
306619,FL,COLUMBIA COUNTY,108562.2,0,0,128945.84,0,30.218323,Residential,Wood,1
457004,FL,COLUMBIA COUNTY,26195.88,0,0,31749.41,0,30.218323,Residential,Wood,1
329255,FL,COLUMBIA COUNTY,101204.64,0,0,159306.22,0,30.25387,Residential,Wood,3
900892,FL,COLUMBIA COUNTY,16160.6,0,0,12760.09,0,30.25387,Residential,Wood,3
633241,FL,COLUMBIA COUNTY,22781.96,0,0,31753.49,0,30.25387,Residential,Wood,3
502372,FL,COLUMBIA COUNTY,114298.09,0,0,87129.43,0,30.27805,Residential,Wood,3
719075,FL,COLUMBIA COUNTY,315302.29,0,0,370039.71,0,30.186512,Residential,Wood,3
920786,FL,COLUMBIA COUNTY,109954.93,0,0,131220.21,0,30.2598,Residential,Wood,4
232605,FL,COLUMBIA COUNTY,180630.62,0,0,222258.75,0,30.160645,Residential,Wood,1
601984,FL,COLUMBIA COUNTY,124374.9,0,0,178903.34,0,30.2598,Residential,Wood,4
459878,FL,COLUMBIA COUNTY,134464.05,0,0,189045.7,0,30.201059,Residential,Wood,1
565530,FL,COLUMBIA COUNTY,496159.61,0,0,489018.88,0,30.201059,Residential,Masonry,1
202651,FL,COLUMBIA COUNTY,2311064.6,0,0,2670204.04,0,30.201059,Commercial,Reinforced Masonry,1
909104,FL,COLUMBIA COUNTY,72279,0,72279,123617.33,0,30.2988,Residential,Wood,4
872719,FL,COLUMBIA COUNTY,22356.54,0,0,22455.91,0,30.189365,Residential,Wood,4
997611,FL,COLUMBIA COUNTY,16767.17,0,0,21121.61,0,30.19182,Residential,Wood,4
519606,FL,COLUMBIA COUNTY,16767.17,0,0,26327.41,0,30.197075,Residential,Wood,3
624248,FL,COLUMBIA COUNTY,396814.48,0,0,433692.83,0,30.11852,Residential,Masonry,4
783767,FL,COLUMBIA COUNTY,167668.04,0,0,255938.56,0,30.189645,Residential,Wood,3
285479,FL,COLUMBIA COUNTY,16767.17,0,0,12877.19,0,30.201195,Residential,Wood,3
424793,FL,COLUMBIA COUNTY,16767.17,0,0,20170.81,0,30.183145,Residential,Wood,4
256213,FL,COLUMBIA COUNTY,22356.54,0,0,24969.08,0,30.1799,Residential,Wood,3
155199,FL,COLUMBIA COUNTY,22356.54,0,0,27389.44,0,30.188485,Residential,Wood,4
830871,FL,COLUMBIA COUNTY,16767.17,0,0,23608.18,0,30.2988,Residential,Wood,4
757768,FL,COLUMBIA COUNTY,16767.17,0,0,14548.41,0,30.17262,Residential,Wood,3
176583,FL,COLUMBIA COUNTY,344852.16,0,0,433818.5,0,30.2988,Residential,Wood,4
678864,FL,COLUMBIA COUNTY,68970.43,0,0,96002.7,0,30.2988,Residential,Wood,4
854000,FL,COLUMBIA COUNTY,91960.58,0,0,80292.62,0,30.18948,Residential,Wood,3
631978,FL,COLUMBIA COUNTY,25748.96,0,0,36460.53,0,30.2988,Residential,Wood,4
967058,FL,COLUMBIA COUNTY,25105.24,0,0,30475.72,0,30.2988,Residential,Wood,4
878374,FL,COLUMBIA COUNTY,38623.44,0,0,60957.06,0,30.2988,Residential,Wood,4
113053,FL,COLUMBIA COUNTY,9196.06,0,0,7797.29,0,30.18883,Residential,Wood,4
288738,FL,COLUMBIA COUNTY,9196.06,0,0,12297.35,0,30.195425,Residential,Wood,4
594369,FL,COLUMBIA COUNTY,38623.44,0,0,42941.54,0,30.2988,Residential,Wood,4
706890,FL,COLUMBIA COUNTY,45980.29,0,0,63408.66,0,30.2988,Residential,Wood,4
536032,FL,COLUMBIA COUNTY,137940.86,0,0,213321.55,0,30.2988,Residential,Wood,4
747825,FL,COLUMBIA COUNTY,27944.98,0,0,47665.19,0,30.2988,Residential,Wood,4
608124,FL,COLUMBIA COUNTY,22356.54,0,0,37227.66,0,30.2988,Residential,Wood,4
934739,FL,COLUMBIA COUNTY,89423.38,0,0,126691.92,0,30.2988,Residential,Wood,4
757078,FL,COLUMBIA COUNTY,16767.17,0,0,16711.17,0,30.175568,Residential,Wood,4
956518,FL,COLUMBIA COUNTY,12250.99,0,0,17567.13,0,30.2988,Residential,Wood,4
548584,FL,COLUMBIA COUNTY,30686.32,0,0,40211.36,0,30.2988,Residential,Wood,4
132904,FL,COLUMBIA COUNTY,59774.37,0,0,50210.47,0,30.2988,Residential,Wood,4
111857,FL,COLUMBIA COUNTY,32186.2,0,0,38484.4,0,30.2988,Residential,Wood,4
388383,FL,COLUMBIA COUNTY,11549.33,0,0,16277.72,0,30.16482,Residential,Wood,4
276410,FL,BRADFORD COUNTY,2070,2070,2070,1875.38,0,30.043814,Residential,Wood,1
546756,FL,BRADFORD COUNTY,42481.06,0,0,44399.5,0,30.045353,Residential,Wood,1
669229,FL,MADISON COUNTY,321053.4,321053.4,321053.4,518064.61,0,30.422401,Residential,Wood,1
766573,FL,MADISON COUNTY,132651,132651,132651,220996.57,0,30.416973,Residential,Wood,1
765578,FL,MADISON COUNTY,23400,23400,23400,18558.54,0,30.41388,Residential,Wood,3
166613,FL,MADISON COUNTY,0,0,0,9630000,0,30.3969,Commercial,Reinforced Masonry,4
883261,FL,MADISON COUNTY,977330.7,0,0,790445.52,0,30.3969,Residential,Masonry,4
842655,FL,MADISON COUNTY,1222262.42,0,0,1186037.01,0,30.423132,Residential,Masonry,1
248167,FL,SUWANNEE COUNTY,493833.6,493833.6,493833.6,694889.06,0,30.323061,Residential,Masonry,3
976562,FL,SUWANNEE COUNTY,305427.6,0,0,269112.26,0,30.377098,Residential,Wood,1
620457,FL,SUWANNEE COUNTY,288279,0,0,264045.11,0,30.297314,Residential,Wood,3
336697,FL,SUWANNEE COUNTY,910695.68,0,0,847083.59,0,30.244864,Residential,Masonry,3
648295,FL,SUWANNEE COUNTY,14066.75,0,0,14922.01,0,30.2885,Residential,Wood,4
858080,FL,SUWANNEE COUNTY,7571.54,0,0,6481.05,0,30.304321,Residential,Wood,3
579910,FL,SUWANNEE COUNTY,702715.18,0,0,644961.83,0,30.304321,Residential,Masonry,3
735184,FL,SUWANNEE COUNTY,132894.53,0,0,153444.94,0,30.242275,Residential,Wood,3
420445,FL,SUWANNEE COUNTY,14066.75,0,0,18409.67,0,30.2885,Residential,Wood,4
373504,FL,SUWANNEE COUNTY,113441.57,0,0,141507.02,0,30.296335,Residential,Wood,1
266080,FL,SUWANNEE COUNTY,123449.03,0,0,205071.55,0,30.296747,Residential,Wood,3
178535,FL,SUWANNEE COUNTY,701414.94,0,0,951909.86,0,30.2885,Residential,Masonry,4
574531,FL,BAKER COUNTY,67590,67590,67590,57465.83,0,30.28364,Residential,Wood,3
606491,FL,BAKER COUNTY,14670,14670,14670,15491.3,0,30.283901,Residential,Wood,3
885991,FL,BAKER COUNTY,1449866.88,0,0,1338076.34,0,30.285202,Residential,Masonry,1
908170,FL,BAKER COUNTY,1849.32,0,0,1987.47,0,30.285202,Residential,Wood,1
487022,FL,BAKER COUNTY,372637.98,0,0,295022.71,0,30.285202,Residential,Masonry,1
723719,FL,BAKER COUNTY,211747.14,0,0,369024.45,0,30.285257,Residential,Wood,1
628922,FL,BAKER COUNTY,6472.62,0,0,4657.86,0,30.285257,Residential,Wood,1
232316,FL,BAKER COUNTY,2476576.8,0,0,2011109.14,0,30.2763,Commercial,Reinforced Masonry,4
151933,FL,BAKER COUNTY,34713.82,0,0,44497.57,0,30.30646,Residential,Wood,1
225577,FL,BAKER COUNTY,17198.19,0,0,19900.03,0,30.30646,Residential,Wood,1
443296,FL,BAKER COUNTY,14453.8,0,0,25187.77,0,30.288778,Residential,Wood,1
747464,FL,BAKER COUNTY,796867.35,0,0,1238331.86,0,30.27934,Residential,Masonry,3
548566,FL,BAKER COUNTY,1125.2,0,0,1040.28,0,30.288778,Residential,Wood,1
510281,FL,BAKER COUNTY,59097.75,0,0,72289.55,0,30.27934,Residential,Wood,3
481334,FL,BAKER COUNTY,58547.04,0,0,78757.48,0,30.28581,Residential,Wood,1
621142,FL,BAKER COUNTY,2790.13,0,0,3172.8,0,30.288778,Residential,Wood,1
907206,FL,BAKER COUNTY,12087.22,0,0,12932.89,0,30.288778,Residential,Wood,1
963412,FL,BAKER COUNTY,5324.12,0,0,3869.4,0,30.288778,Residential,Wood,1
561805,FL,BAKER COUNTY,1863.44,0,0,3091.08,0,30.34208,Residential,Wood,4
177053,FL,BAKER COUNTY,75825.74,0,0,118661.22,0,30.34208,Residential,Wood,4
888564,FL,BAKER COUNTY,228.7,0,0,263.6,0,30.284683,Residential,Wood,3
399592,FL,BAKER COUNTY,3210.02,0,0,2770.49,0,30.29615,Residential,Wood,4
616030,FL,BAKER COUNTY,5962.65,0,0,9177.71,0,30.34208,Residential,Wood,4
671336,FL,BAKER COUNTY,910.22,0,0,1329.26,0,30.2763,Residential,Wood,3
914194,FL,BAKER COUNTY,910.22,0,0,1033.53,0,30.2763,Residential,Wood,3
632104,FL,BAKER COUNTY,9660.26,0,0,9621.62,0,30.284683,Residential,Wood,3
895447,FL,BAKER COUNTY,1585.34,0,0,1968.83,0,30.284683,Residential,Wood,3
969519,FL,BAKER COUNTY,11880.48,0,0,13693.44,0,30.284683,Residential,Wood,3
149119,FL,BAKER COUNTY,8370.4,0,0,6178.61,0,30.284683,Residential,Wood,3
804466,FL,BAKER COUNTY,48183.3,0,0,65695.04,0,30.283884,Residential,Wood,3
688199,FL,BAKER COUNTY,2706.89,0,0,2759.65,0,30.283066,Residential,Wood,1
977912,FL,BAKER COUNTY,4665.47,0,0,5262.65,0,30.284683,Residential,Wood,3
312530,FL,BAKER COUNTY,79587.39,0,0,116057.51,0,30.284683,Residential,Wood,3
154572,FL,BAKER COUNTY,19210.75,0,0,33549.65,0,30.284683,Residential,Wood,3
299157,FL,BAKER COUNTY,14453.8,0,0,15369.13,0,30.284683,Residential,Wood,3
358433,FL,BAKER COUNTY,631.21,0,0,659.24,0,30.2763,Residential,Wood,4
131991,FL,BAKER COUNTY,1209270.9,0,0,1100339.77,0,30.2763,Residential,Masonry,3
844614,FL,BAKER COUNTY,101097.02,0,0,151485.4,0,30.2763,Residential,Wood,4
735501,FL,BAKER COUNTY,86949.68,0,0,111810.33,0,30.28179,Residential,Wood,3
703956,FL,BAKER COUNTY,403517.2,0,0,449453.6,0,30.28421,Residential,Masonry,1
547680,FL,BAKER COUNTY,384.21,0,0,345.57,0,30.2763,Residential,Wood,4
562722,FL,BAKER COUNTY,45932.5,0,0,37800.06,0,30.18916,Residential,Wood,3
820860,FL,BAKER COUNTY,45932.5,0,0,63980.76,0,30.2892,Residential,Wood,3
894562,FL,BAKER COUNTY,45932.5,0,0,74512.99,0,30.286295,Residential,Wood,3
577091,FL,BAKER COUNTY,45932.5,0,0,72779.5,0,30.285185,Residential,Wood,3
755818,FL,BAKER COUNTY,45932.5,0,0,45436.16,0,30.2763,Residential,Wood,4
839723,FL,BAKER COUNTY,45932.5,0,0,68771.25,0,30.27341,Residential,Wood,3
118899,FL,BAKER COUNTY,45932.5,0,0,63744.12,0,30.2763,Residential,Wood,4
612231,FL,BAKER COUNTY,45932.5,0,0,51958.85,0,30.2763,Residential,Wood,4
163526,FL,BAKER COUNTY,45932.5,0,0,73699.25,0,30.2763,Residential,Wood,4
278995,FL,BAKER COUNTY,37894.32,0,0,31070.91,0,30.282595,Residential,Wood,1
875706,FL,BAKER COUNTY,126314.39,0,0,170615.37,0,30.282627,Residential,Wood,3
712263,FL,BAKER COUNTY,114440.68,0,0,99204.96,0,30.27275,Residential,Wood,4
241888,FL,BAKER COUNTY,292819.71,0,0,367252.14,0,30.27275,Residential,Wood,4
115934,FL,BAKER COUNTY,918650.08,0,0,1442513.96,0,30.27275,Residential,Masonry,4
214979,FL,BAKER COUNTY,172246.89,0,0,237377.74,0,30.27275,Residential,Wood,4
601369,FL,BAKER COUNTY,459325.04,0,0,633532.33,0,30.2763,Residential,Masonry,4
859735,FL,BAKER COUNTY,28707.81,0,0,34173.78,0,30.281875,Residential,Wood,3
868972,FL,BAKER COUNTY,38468.47,0,0,41003.54,0,30.285891,Residential,Wood,1
369631,FL,BAKER COUNTY,10396.08,0,0,16937.5,0,30.280439,Residential,Wood,3
130797,FL,SUWANNEE COUNTY,2348172,2348172,2348172,3324307.1,0,30.298153,Commercial,Reinforced Masonry,1
770857,FL,SUWANNEE COUNTY,43459.02,0,0,61746.58,0,30.292645,Residential,Wood,1
834275,FL,SUWANNEE COUNTY,12020.58,0,0,16629.19,0,30.292645,Residential,Wood,1
102432,FL,SUWANNEE COUNTY,63396,63396,63396,94316.64,0,30.280264,Residential,Wood,1
776440,FL,SUWANNEE COUNTY,76779,76779,76779,85471.3,0,30.280264,Residential,Wood,1
945568,FL,SUWANNEE COUNTY,244701,244701,244701,196108.28,0,30.28277,Residential,Wood,1
132404,FL,SUWANNEE COUNTY,20826,20826,20826,28390.67,0,30.28277,Residential,Wood,1
395018,FL,SUWANNEE COUNTY,677898,677898,677898,807315.51,0,30.28277,Residential,Masonry,1
248575,FL,SUWANNEE COUNTY,1216161,1216161,1216161,1754044.69,0,30.28277,Residential,Masonry,1
812631,FL,SUWANNEE COUNTY,2493,2493,2493,2689.15,0,30.28277,Residential,Wood,1
220621,FL,SUWANNEE COUNTY,6462,6462,6462,6245.57,0,30.28277,Residential,Wood,1
139061,FL,SUWANNEE COUNTY,19890,19890,19890,24338.2,397.8,30.28277,Residential,Wood,1
419108,FL,SUWANNEE COUNTY,94428,94428,94428,83927.61,0,30.28277,Residential,Wood,1
391574,FL,SUWANNEE COUNTY,2493,2493,2493,4357.44,0,30.284014,Residential,Wood,1
449147,FL,SUWANNEE COUNTY,5967,5967,5967,7703.87,0,30.284014,Residential,Wood,1
998635,FL,SUWANNEE COUNTY,18900000,18900000,18900000,21420000,0,30.284702,Commercial,Reinforced Concrete,1
437290,FL,SUWANNEE COUNTY,3609198,3609198,3609198,3013535.96,0,30.284702,Commercial,Reinforced Masonry,1
395835,FL,SUWANNEE COUNTY,6649758,6649758,6649758,8312037.91,0,30.284702,Commercial,Reinforced Masonry,1
